sensor_id,latitude,longitude
414829,37.99353888,-121.7709134
402485,37.992515,-121.7682473
405742,37.9903167,-121.758602
402482,37.99025926,-121.757522
402086,37.99006989,-121.7560589
402088,37.98095429,-121.7457809
402090,37.98016939,-121.7453326
402091,37.98042296,-121.7451551
402094,37.96498596,-121.7399736
402096,37.9643585,-121.7404043
408152,37.96042181,-121.7434799
408151,37.95269359,-121.7444281
408606,37.9380215,-121.7387726
408608,37.93101983,-121.7352905
10103210,37.926882,-121.3965537
10103010,37.926882,-121.3965537
10103410,37.92688933,-121.3751539
10103610,37.92696818,-121.3414081
1005610,37.94956228,-121.2924308
1005810,37.952458,-121.2753097
402215,38.01360259,-122.2575624
402522,38.00874953,-122.2206779
403267,38.00858036,-122.2084216
402521,38.010999,-122.2015655
406065,38.01598623,-122.1826695
402517,38.01555858,-122.179034
402505,38.01118614,-122.1721981
402515,38.00703145,-122.1665693
402213,38.00162671,-122.150084
402211,37.99656387,-122.1447857
402209,37.9902,-122.1397194
414046,37.99023872,-122.1325536
402834,37.990552,-122.130959
402514,37.9939453,-122.1223642
414306,37.99419419,-122.121907
402511,37.9966289,-122.1133802
402509,37.99471538,-122.1069763
414050,37.9920924,-122.1018703
402507,37.99072547,-122.0949562
414056,37.99087758,-122.0927609
402836,37.99126921,-122.0865308
402208,37.9919875,-122.0781416
401951,37.99245336,-122.0763935
414053,37.99265357,-122.075774
405583,37.99390827,-122.0720605
401756,37.99512276,-122.0685145
414060,37.99813371,-122.061239
414311,38.00156071,-122.0513914
402206,38.00257459,-122.0473638
401612,38.0048524,-122.0388284
405585,38.00795954,-122.0324125
414058,38.00872148,-122.0298483
414303,38.009143,-122.027702
400516,38.00980691,-122.0233668
402204,38.01194952,-122.0094811
401476,38.01360825,-121.9988398
400993,38.01613058,-121.9924839
406063,38.01893524,-121.9875744
407238,38.02144929,-121.9817854
406064,38.02384203,-121.9747292
405274,38.02382233,-121.9694273
405276,38.023048,-121.965504
405275,38.022364,-121.9626453
402504,38.02210962,-121.9597892
404358,38.020929,-121.954613
401526,38.01925606,-121.9492711
404360,38.01910238,-121.9426777
414043,38.01910453,-121.9393746
404877,38.0191081,-121.9390053
414057,38.01956656,-121.9247746
401825,38.0199015,-121.9016795
401827,38.01773509,-121.8921611
402501,38.01532757,-121.8819456
401830,38.01381035,-121.8754089
408164,38.01230672,-121.8692602
402068,38.00879201,-121.8543839
408165,38.00795155,-121.8521353
408615,38.00470816,-121.8387712
411075,38.00222433,-121.831484
402495,38.00192501,-121.8297563
409966,38.00003998,-121.8231532
409968,37.99819791,-121.8156097
416940,37.99825701,-121.8090766
402490,37.99825746,-121.8083411
416943,37.99825715,-121.8030103
416459,37.99820222,-121.7965839
414719,37.99685721,-121.7874053
402488,37.99623928,-121.7843444
414839,37.99598581,-121.783807
414840,37.995598,-121.7816457
414838,37.99488629,-121.7777045
402486,37.99453944,-121.7753678
414837,37.99385063,-121.7708913
402484,37.99263163,-121.7682063
402483,37.99078343,-121.7598227
405746,37.9906536,-121.758554
402085,37.99025001,-121.7560198
402089,37.98408389,-121.7474386
402087,37.98177343,-121.7454873
402092,37.97129219,-121.7390854
402093,37.9648646,-121.7398838
402095,37.9648775,-121.7398758
408166,37.95302742,-121.7444242
402098,37.95276578,-121.7444288
408619,37.94524255,-121.7418958
408621,37.93095875,-121.7352859
10102910,37.92687921,-121.3965707
10103110,37.92687921,-121.3965707
10103310,37.92689033,-121.3751533
10103510,37.92696807,-121.3414081
1005710,37.94982082,-121.2924159
1005910,37.95401069,-121.2686645
1114091,32.5444514,-117.0319648
1118333,32.55167444,-117.0444035
1118348,32.55845905,-117.0619989
1114720,32.561339,-117.0681766
1118352,32.5690317,-117.0758687
1118743,32.57710672,-117.0828014
1118379,32.58422776,-117.0872809
1123133,32.59508586,-117.0885302
1120362,32.60405124,-117.0896033
1118796,32.61385166,-117.0908273
1118421,32.62201691,-117.0929068
1118735,32.6305652,-117.0960238
1118450,32.6402614,-117.0998058
1114190,32.65895071,-117.1074229
1118458,32.6717008,-117.1109492
1118479,32.67694471,-117.1092569
1114205,32.68622602,-117.11203
1125469,32.6889834,-117.1155661
1114211,32.69449764,-117.1232428
1117762,32.69458794,-117.1287112
1114219,32.69592813,-117.1357668
1117782,32.70620016,-117.1473731
1117809,32.71804953,-117.1475569
1117748,32.72384385,-117.1516006
1113976,32.724117,-117.156091
1117741,32.72379,-117.1636698
1108603,32.72728636,-117.1669964
1117835,32.7319728,-117.1710628
1118078,32.73542969,-117.1741813
1117717,32.73591186,-117.175825
1108611,32.74118302,-117.1794205
1108613,32.74360385,-117.1832937
1114050,32.74674676,-117.1915772
1108617,32.7500469,-117.1969642
1118496,32.76830165,-117.2061409
1126411,32.77066802,-117.2069786
1114805,32.77935212,-117.2083628
1114035,32.788075,-117.2068807
1108547,32.7915442,-117.2070866
1118707,32.79713405,-117.2090255
1118521,32.807941,-117.217085
1108665,32.81361308,-117.2202372
1119637,32.83497005,-117.233872
1122594,32.83778727,-117.2350163
1118537,32.8487816,-117.2354524
1114296,32.85511824,-117.2311761
1118544,32.86450955,-117.2297354
1108719,32.87152964,-117.2291433
1123086,32.88865555,-117.2274655
1122528,32.89768914,-117.2253855
1123078,32.90378372,-117.2236882
1123081,32.90378372,-117.2236882
1122536,32.91194421,-117.2290562
1118170,32.9188805,-117.2354277
1122553,32.9188999,-117.2354028
1122552,32.9188999,-117.2354028
1122575,32.92597873,-117.239791
1122576,32.92597873,-117.239791
1108437,32.93223657,-117.2410574
1115277,32.93226555,-117.241055
1108436,32.93228004,-117.2410538
1119828,32.94347814,-117.2424823
1120107,32.9435355,-117.2424713
1108507,32.95010588,-117.2434002
1119679,32.96232253,-117.2464017
1120385,32.96233636,-117.2463965
1119850,32.96901325,-117.249091
1120394,32.96902708,-117.2490858
1122734,32.97935632,-117.2524846
1108509,32.97935632,-117.2524846
1126614,32.98771503,-117.2550396
1108512,32.99548845,-117.2565606
1120694,32.99551735,-117.2565555
1119645,33.00555948,-117.2596549
1120415,33.00557036,-117.2596434
1108514,33.01036478,-117.2637814
1119659,33.0176055,-117.2719688
1122507,33.02731124,-117.2753559
1119865,33.03562903,-117.2816864
1125314,33.03720919,-117.2823253
1119871,33.0447697,-117.2863582
1122512,33.04809719,-117.287051
1119879,33.0555771,-117.2889385
1108651,33.0646631,-117.2922563
1119890,33.07341892,-117.2946616
1108663,33.08607703,-117.2990323
1119903,33.09231998,-117.3032956
1108682,33.10360518,-117.3108732
1119921,33.11595076,-117.3175474
1108687,33.12393696,-117.3236532
1108659,33.13614535,-117.3301423
1119928,33.14280222,-117.3332644
1119934,33.15540044,-117.3378739
1119941,33.16775358,-117.3438218
1119947,33.17335575,-117.3484933
1115289,33.17986654,-117.3528804
1115304,33.19141514,-117.363061
1115306,33.20082352,-117.3736235
1115314,33.20366534,-117.3814525
1115323,33.21107558,-117.3869925
1119960,33.22493743,-117.3928956
1119972,33.23655606,-117.4056833
1119984,33.24611103,-117.4174687
1119990,33.25804966,-117.4264477
1121692,33.28156666,-117.4493587
1121707,33.30391634,-117.4711085
1121724,33.36299797,-117.5393984
1121731,33.38351362,-117.5767601
1121737,33.39355328,-117.5911663
1204198,33.40516136,-117.5978833
1204211,33.4133192,-117.6018563
1204230,33.42067336,-117.6067208
1204244,33.42883384,-117.6112456
1204255,33.43240292,-117.6162613
1210908,33.43750864,-117.6200966
1204268,33.4401999,-117.6239677
1204279,33.444674,-117.6309759
1221063,33.444674,-117.6309759
1213215,33.44550708,-117.6326045
1221067,33.44550708,-117.6326045
1204316,33.45834596,-117.6553443
1221057,33.45834596,-117.6553443
1204328,33.45969316,-117.6559087
1221051,33.45969316,-117.6559087
1204384,33.47507704,-117.6743133
1210061,33.47507704,-117.6743133
1210063,33.48168532,-117.6695975
1204395,33.48168532,-117.6695975
1210066,33.4895612,-117.6632555
1204409,33.4895612,-117.6632555
1210927,33.49593512,-117.6591155
1210926,33.49593512,-117.6591155
1220030,33.50344928,-117.6583706
1220042,33.50344928,-117.6583706
1210069,33.50373948,-117.6583346
1204422,33.50373948,-117.6583346
1210975,33.50938998,-117.6612994
1210974,33.50938998,-117.6612994
1210992,33.51353482,-117.6630662
1210991,33.51353482,-117.6630662
1210071,33.52247032,-117.6662899
1204436,33.52247032,-117.6662899
1204447,33.52665828,-117.6681251
1211088,33.52665828,-117.6681251
1211095,33.53245596,-117.6746263
1204453,33.53245596,-117.6746263
1211108,33.53751456,-117.6744297
1211107,33.53751456,-117.6744297
1210073,33.54881692,-117.6726811
1204472,33.54881692,-117.6726811
1204486,33.55808868,-117.6728643
1210075,33.55808868,-117.6728643
1204501,33.56054688,-117.6728184
1210078,33.56054688,-117.6728184
1213568,33.56909764,-117.6718269
1213570,33.56909764,-117.6718269
1210081,33.57884928,-117.6716207
1204515,33.57884928,-117.6716207
1204532,33.5820514,-117.6715687
1210083,33.5820514,-117.6715687
1213708,33.58860248,-117.671477
1213700,33.58860248,-117.671477
1210085,33.59794848,-117.6769563
1204546,33.59794848,-117.6769563
1210087,33.59931828,-117.6772465
1204559,33.59931828,-117.6772465
1210089,33.60423948,-117.6901701
1204571,33.60423948,-117.6901701
1204591,33.60603392,-117.6931012
1204586,33.60603392,-117.6931012
1213525,33.60968936,-117.7000001
1213527,33.60968936,-117.7000001
1210103,33.61386444,-117.7072468
1204615,33.61386444,-117.7072468
1210106,33.61609396,-117.7095043
1204632,33.61609396,-117.7095043
1210115,33.6219304,-117.7146247
1204638,33.6219304,-117.7146247
1204672,33.629587,-117.7224543
1211117,33.629587,-117.7224543
1210270,33.6319964,-117.7245045
1204682,33.6321019,-117.7243849
1211133,33.63617124,-117.7271188
1204697,33.63617124,-117.7271188
1218492,33.64032286,-117.7314754
1204699,33.64032286,-117.7314754
1211856,33.64406756,-117.7342892
1204703,33.64406756,-117.7342892
1204729,33.6543657,-117.7434436
1204731,33.6543657,-117.7434436
1204750,33.65557356,-117.7443975
1204748,33.65557356,-117.7443975
1204766,33.66227476,-117.7486619
1204757,33.66227476,-117.7486619
1204779,33.66577936,-117.7515682
1204787,33.66577936,-117.7515682
1204808,33.66768764,-117.7540477
1204806,33.66768764,-117.7540477
1204825,33.67165156,-117.7555301
1204823,33.67165156,-117.7555301
1220011,33.67437236,-117.7555618
1220013,33.67437236,-117.7555618
1204859,33.678813,-117.7588912
1204861,33.678813,-117.7588912
1204876,33.6837776,-117.7648486
1204878,33.6837776,-117.7648486
1204924,33.6911845,-117.7683296
1204922,33.6911845,-117.7683296
1204935,33.69206944,-117.7693982
1204937,33.69206944,-117.7693982
1204956,33.70028324,-117.7756307
1204950,33.70028324,-117.7756307
1204980,33.70977214,-117.7813284
1204982,33.70977214,-117.7813284
1205010,33.71242056,-117.7854237
1205012,33.71242056,-117.7854237
1205045,33.71929717,-117.7943815
1205043,33.71929717,-117.7943815
1205071,33.71938887,-117.7942468
1205069,33.71938887,-117.7942468
1205088,33.72439729,-117.8030672
1205086,33.72439729,-117.8030672
1208537,33.73490424,-117.8173241
1205135,33.73490424,-117.8173241
1205152,33.73811756,-117.824484
1208365,33.73811756,-117.824484
1208975,33.73917003,-117.830788
1205157,33.73917003,-117.830788
1205165,33.74029738,-117.8339776
1208989,33.74029738,-117.8339776
1205168,33.7414069,-117.8371139
1209011,33.7414069,-117.8371139
1205171,33.74246267,-117.8400924
1205175,33.74431936,-117.8420829
1209693,33.74563478,-117.8426302
1209727,33.75014608,-117.8444242
1205193,33.75014608,-117.8444242
1205204,33.75213185,-117.8472755
1209746,33.75213185,-117.8472755
1212047,33.75376908,-117.8502881
1205215,33.75376908,-117.8502881
1205225,33.75469765,-117.8513721
1209764,33.75584062,-117.8549748
1209827,33.75826231,-117.8588716
1205250,33.75857257,-117.8610965
1209931,33.76039306,-117.8633513
1205262,33.76039306,-117.8633513
1205269,33.76158044,-117.8641831
1209951,33.76662448,-117.8670976
1205290,33.76904256,-117.8687035
1209965,33.76904256,-117.8687035
1210004,33.77032698,-117.8697246
1210011,33.77393009,-117.8728881
1205303,33.77648314,-117.8748823
1205320,33.78124247,-117.8794411
1210034,33.78124247,-117.8794411
1205330,33.78199096,-117.8807473
1212013,33.78277573,-117.8819752
1212142,33.78505066,-117.8842713
1205373,33.78967843,-117.8887002
1205375,33.78967843,-117.8887002
1212268,33.79080279,-117.8898331
1205341,33.79080279,-117.8898331
1212247,33.79568234,-117.8947875
1205380,33.79568234,-117.8947875
1212001,33.8039856,-117.9041356
1212150,33.8039856,-117.9041356
1205409,33.80521403,-117.9026182
1205406,33.80521403,-117.9026182
1212115,33.80671545,-117.9071562
1212224,33.80671545,-117.9071562
1212216,33.81114696,-117.9117977
1212217,33.81114696,-117.9117977
1205432,33.81536561,-117.9143447
1212179,33.81536561,-117.9143447
1212191,33.81889247,-117.9197662
1205452,33.81889247,-117.9197662
1212265,33.82215864,-117.9231022
1205473,33.82329961,-117.9240955
1205471,33.82329961,-117.9240955
1205493,33.83201056,-117.9327771
1212627,33.83201056,-117.9327771
1212648,33.83476838,-117.9398714
1212649,33.83476838,-117.9398714
1205517,33.8367436,-117.9444218
1212689,33.8367436,-117.9444218
1205528,33.84012595,-117.9495151
1212578,33.84012595,-117.9495151
1212595,33.84372329,-117.9570073
1212588,33.84372329,-117.9570073
1212565,33.84548906,-117.9597839
1205553,33.84548906,-117.9597839
1212609,33.84752612,-117.9615302
1205562,33.84752612,-117.9615302
1205567,33.85028963,-117.9682883
1212672,33.85028963,-117.9682883
1213418,33.8542615,-117.9760008
1205590,33.8542615,-117.9760008
1214005,33.85521395,-117.9772282
1214007,33.85521395,-117.9772282
1205607,33.85924573,-117.9858772
1216517,33.85924573,-117.9858772
1216507,33.86059741,-117.9890612
1216505,33.86059741,-117.9890612
1216485,33.86333038,-117.993024
1205623,33.86333038,-117.993024
1205636,33.86517903,-117.994988
1216409,33.86533347,-117.9976236
1216582,33.86772739,-118.0020223
1205658,33.86772739,-118.0020223
1216538,33.87000404,-118.0064586
1216545,33.87000404,-118.0064586
1205680,33.87446884,-118.0111477
762347,33.87642184,-118.0135638
716896,33.88029982,-118.0204562
716899,33.88339109,-118.0262119
716900,33.88699223,-118.0343334
762353,33.89068819,-118.042072
718358,33.89676346,-118.0512379
769625,33.90079516,-118.0589156
718081,33.90515889,-118.0661429
759518,33.91355411,-118.0755026
715918,33.93310652,-118.0904177
764232,33.93973811,-118.0961634
763985,33.95312991,-118.1042383
759531,33.95758359,-118.1111203
759542,33.95890635,-118.1119096
759552,33.96318701,-118.1190657
715930,33.97176466,-118.1226015
716921,33.97655514,-118.1257015
715933,33.98183908,-118.1315078
716923,33.98590143,-118.1365512
763975,33.99230987,-118.1411989
716925,33.99502004,-118.1450916
715938,34.00254268,-118.1507131
716929,34.00715266,-118.157457
764435,34.01137656,-118.1624213
715944,34.01367704,-118.1666158
718086,34.0155589,-118.1710422
716933,34.02012122,-118.1822848
759566,34.02025229,-118.1884837
759576,34.02111596,-118.1961893
716937,34.02529804,-118.2049593
763700,34.02773459,-118.2118462
716942,34.05906863,-118.2142206
763237,34.07698809,-118.219128
716951,34.08688342,-118.232681
718371,34.09030802,-118.2385547
716953,34.09403391,-118.2415797
763674,34.10096282,-118.2478256
763669,34.1046847,-118.2529262
716956,34.10842922,-118.2580039
759591,34.11430409,-118.2678524
775734,34.12093743,-118.2713511
759602,34.12339411,-118.2725129
761599,34.14256694,-118.2777299
761604,34.15376635,-118.2860568
718384,34.15692928,-118.2898261
716963,34.16409183,-118.2954922
716968,34.1654795,-118.2987153
716971,34.17005118,-118.3029559
716973,34.17054104,-118.3048661
716974,34.17987648,-118.3123282
716978,34.18703261,-118.3205667
716981,34.19395839,-118.3294756
716985,34.20087191,-118.338421
716988,34.21272547,-118.3479804
716990,34.22206631,-118.3688958
716994,34.22605171,-118.3758224
761644,34.22658518,-118.3844985
716997,34.22708481,-118.3889111
717000,34.23127459,-118.4022601
775462,34.23757706,-118.4150586
775463,34.23757706,-118.4150586
775442,34.23940527,-118.4176946
764156,34.23940527,-118.4176946
775413,34.24419304,-118.4216224
718389,34.24419304,-118.4216224
775397,34.24613985,-118.4241267
718092,34.24613985,-118.4241267
768682,34.24932483,-118.4276971
775391,34.24932483,-118.4276971
775477,34.25480643,-118.4334113
768664,34.25480643,-118.4334113
775426,34.25708938,-118.4356037
768655,34.25708938,-118.4356037
775401,34.266086,-118.4420569
759617,34.266086,-118.4420569
718394,34.26835615,-118.4440035
771135,34.26835615,-118.4440035
759834,34.27595406,-118.4518108
771143,34.27595406,-118.4518108
771150,34.27910543,-118.4555383
759626,34.27910543,-118.4555383
759636,34.30452947,-118.4809986
771155,34.30452947,-118.4809986
774093,34.3118504,-118.4867308
774092,34.3118504,-118.4867308
771157,34.3201426,-118.4936737
718404,34.3201426,-118.4936737
775537,34.3259904,-118.5035998
775535,34.3259904,-118.5035998
763641,34.3338895,-118.5080754
775520,34.3349791,-118.509197
716007,34.3415646,-118.5266606
759648,34.3645148,-118.5556581
768138,34.3682155,-118.5583072
769091,34.393574,-118.5707968
759654,34.4082858,-118.5764397
759666,34.424267,-118.584374
716017,34.4315474,-118.5881233
769029,34.4367088,-118.5942203
769042,34.4396305,-118.598051
769054,34.4419122,-118.6024777
759672,34.4584277,-118.615558
759677,34.4971249,-118.6244775
716023,34.571101,-118.6881682
759685,34.70978432,-118.7964493
601510,34.9394149,-118.9299139
601339,34.99305169,-118.9471939
601309,35.2095761,-119.1622126
601310,35.2713192,-119.2291011
601516,35.3205395,-119.2865022
601518,35.3653605,-119.3491611
601519,35.41520832,-119.418269
601315,35.44220291,-119.455374
601505,35.93458632,-119.9117513
601506,35.94741384,-119.9260387
601589,36.06087382,-120.0741628
601590,36.07703904,-120.1019423
601591,36.20949628,-120.2161059
601592,36.25290464,-120.2423883
601731,36.35993616,-120.32686
601732,36.38345318,-120.3478704
601335,36.4440855,-120.4008728
601340,36.64407484,-120.6256043
601336,36.67837898,-120.6522643
601337,36.77864066,-120.7245091
601338,36.8537097,-120.7758439
1031610,36.91701138,-120.8263076
1031710,36.9204544,-120.8297118
1031810,36.92805985,-120.8380169
1031910,36.9320728,-120.8432374
1032010,37.0544632,-120.9673084
1032110,37.05618388,-120.970096
1032310,37.06004818,-120.9729739
1032410,37.10498471,-121.0154708
1032510,37.10996048,-121.019303
1032610,37.1262716,-121.0288931
1032710,37.1297706,-121.0316778
1032810,37.24351993,-121.0878898
1007810,37.46755362,-121.1839333
10112310,37.54153724,-121.2683142
1015010,37.58455727,-121.3249878
1015110,37.58716144,-121.3294689
1015210,37.58965104,-121.3314716
1015310,37.59219258,-121.3360248
1091810,37.59400878,-121.3362868
10119610,37.64602655,-121.342907
1015810,37.7672356,-121.3313949
1015910,37.7694462,-121.3283402
1016010,37.77193388,-121.3249128
1016110,37.77392988,-121.3222284
1048010,37.7806793,-121.3129443
1048610,37.78573294,-121.3052448
1048210,37.79086692,-121.3008778
1048310,37.80090398,-121.2992745
1007610,37.80642807,-121.2973361
10121510,37.810781,-121.2958276
10121610,37.81302218,-121.295047
1020410,37.81374365,-121.294776
1020510,37.82190915,-121.291616
1020610,37.83315465,-121.2872956
10121210,37.84214822,-121.2851214
1020710,37.84572352,-121.2842738
10121410,37.84924225,-121.2834404
1020810,37.85423808,-121.2822303
10121110,37.85638681,-121.2816912
10121310,37.86768156,-121.2785063
1020910,37.87220474,-121.2775429
10121010,37.87385069,-121.2776606
1021010,37.87889814,-121.278159
10120910,37.88184526,-121.2785334
1007410,37.89190132,-121.2813314
1096710,37.8959152,-121.2829042
1096310,37.8988302,-121.2838648
1021310,37.91454569,-121.2902354
1021410,37.919077,-121.2916411
1021510,37.92815616,-121.2944071
1027410,37.94556414,-121.2993641
1021710,37.94556414,-121.2993641
1021810,37.95098944,-121.3055271
10115310,37.95620645,-121.3226865
1022010,37.95729984,-121.3286215
1022110,37.96196272,-121.334741
1022210,37.98316636,-121.3427394
1022410,38.00336384,-121.3512041
1022510,38.00803976,-121.3526413
10115010,38.0081228,-121.3526084
1022610,38.02166676,-121.3589753
1073410,38.02612274,-121.3607643
1022710,38.03214356,-121.3644537
1077110,38.03980012,-121.3667128
1077210,38.04681638,-121.3689088
1077310,38.05331154,-121.3712497
1022810,38.06083317,-121.3733029
1077910,38.13774977,-121.3990318
1073210,38.14088976,-121.39904
1078010,38.14650496,-121.3990111
1078110,38.15407918,-121.3991878
1078210,38.16095092,-121.3993504
319227,38.28121932,-121.4570373
